EDUCATION,mean,sem
CD01,-0.5580153597336096,0.009533329287190615
CD02,-0.5619790315809577,0.004523171310517141
CD03,-0.5736682754132663,0.0037957046613689535
CD04,-0.6330589703234796,0.0037978045829737362
