EDUCATION,mean,sem
CD01,-0.09624541495422301,0.007534557683097771
CD02,-0.08967857812288829,0.003664460843240408
CD03,-0.0878453278680361,0.0031466629245877624
CD04,-0.09233673007512491,0.0033106457766168052
