date,unemployment,change_radius_gyr_time,change_entropy_of_places_time,change_C,change_A,change_D
2020-05-04,0,-47.11096987937287,-62.12647445887862,-29.25971118827757,-20.95439063654971,-44.44342838777753
2020-05-04,1,-58.16043913975592,-82.99818678737826,-43.724944090508664,-35.43950561645873,-53.543500848196636
2020-05-05,0,-46.91315968979814,-61.29943466016302,-28.584253132665744,-16.171448010883456,-37.93340994059138
2020-05-05,1,-58.41495924181468,-82.82749111852293,-43.128240437744125,-33.3831988438933,-51.41268325456714
2020-05-06,0,-46.603075641224144,-60.359362991669286,-27.81054699355782,-12.157118413515535,-37.40468717299342
2020-05-06,1,-58.24796370847554,-82.48835710151569,-42.49997880081264,-31.435953531885918,-51.01699489011347
2020-05-07,0,-46.142582458888945,-59.62629088770064,-27.150878246367284,-15.921097372075707,-33.96060969378597
2020-05-07,1,-58.12820406184173,-82.15958968130849,-42.145025956171736,-36.30336478532009,-47.785797905686316
2020-05-08,1,-57.431455991302684,-81.72354257078995,-41.60763351495207,-28.308723846298438,-46.222971303223865
2020-05-08,0,-45.84952879933447,-59.04568567946359,-26.505869492956524,-12.651829597851602,-31.689068749247667
2020-05-09,1,-56.39334679204562,-81.13646860970964,-40.86655975333736,-13.332763269112325,-31.618911430189286
2020-05-09,0,-44.83955938556239,-58.08336579842914,-25.687153164793884,8.06083309286098,-15.695400497767162
2020-05-10,1,-54.79445579320672,-80.10763309277094,-39.96723463594959,-5.05397772656755,-36.07136935355828
2020-05-10,0,-42.94421861669709,-56.64062210345085,-24.61407690884936,14.062943361942281,-23.076076501038226
2020-05-11,0,-41.705200872633455,-55.444467950658535,-23.435711489348368,-8.198537628983107,-56.11323336369678
2020-05-11,1,-53.28199602001147,-79.39842553007226,-38.847367272736,-21.69430884116548,-62.624536922120654
2020-05-12,1,-52.77671838312501,-79.30707426866984,-38.1981876948574,-39.140825173427885,-60.24773411072346
2020-05-12,0,-41.32652118986911,-54.73198418281222,-22.721138328048806,-22.42113108249761,-46.972620710099505
2020-05-13,1,-52.458441613326066,-78.9973974789435,-38.12372604922089,-51.7126653656845,-52.690828685113594
2020-05-13,0,-41.04425416096166,-53.955291764436694,-22.46046827167416,-37.63583258598452,-39.46432017684683
2020-05-14,1,-52.01856029844395,-78.57995244377071,-37.57354524353572,-31.679046702867947,-44.99394695127096
2020-05-14,0,-40.65381815430643,-53.13555672702541,-21.816033473499253,-14.147578284127334,-33.44712663801183
2020-05-15,1,-51.60279239968296,-78.0490148015561,-37.05854710573663,-30.75885674451901,-44.33450813421224
2020-05-15,0,-40.19653092601985,-52.51432516796761,-21.245818578569367,-14.369400562269822,-29.281945960589674
2020-05-16,1,-51.09682381831233,-77.18355618385164,-36.176597687383335,-11.880549402106293,-32.409094346573085
2020-05-16,0,-39.01354692710959,-51.59126893136904,-20.399139701693414,11.257441194146795,-15.222219250006058
2020-05-17,1,-49.6298095727558,-76.35230954644776,-35.437990803531896,-3.415955455169692,-28.94963591470992
2020-05-17,0,-36.89438993710992,-49.76176098717177,-19.370863235074715,19.50864605461968,-14.083770610065294
2020-05-18,0,-36.40150384205505,-48.87989119690198,-18.85367064012246,-16.056032335979157,-30.059063257579492
2020-05-18,1,-49.19320663716667,-75.56230018726198,-34.87158691679978,-31.30041979576139,-40.550165742836455
2020-05-19,0,-36.08923543262917,-47.79512337353262,-18.132735684922764,-8.57619502547366,-30.018119176450128
2020-05-19,1,-49.38140431817648,-75.02071023649927,-34.38706063085803,-29.096989502109743,-42.76885854559271
2020-05-20,1,-49.087956259967804,-74.73916693536432,-33.79180793109447,-22.853186674649162,-39.662650760193706
2020-05-20,0,-35.898071656017386,-46.68933166159346,-17.408836619736885,-7.542680938127738,-29.226709646814218
2020-05-21,0,-35.37991864846069,-45.94336598722916,-16.708455792379166,-6.255336957219217,-26.588098082386505
2020-05-21,1,-48.449989842082964,-74.04922054690084,-33.25332772915122,-24.047827675181015,-41.84257008982542
2020-05-22,1,-47.69602097803142,-73.20746874421047,-32.189561643353514,-15.762827088607226,-47.46886203784884
2020-05-22,0,-34.53939612957415,-44.96683246723555,-15.727312279889562,2.352330477893876,-31.371724911344206
2020-05-23,1,-45.50036458414789,-71.74501269417459,-30.83542934966141,4.296229931189753,-30.51629105692361
2020-05-23,0,-32.10268123820009,-43.505541798082305,-14.746920577555123,21.584100211386925,-10.705299558812277
2020-05-24,1,-41.37616495862832,-69.7174052561217,-30.203718602018167,-6.982648819261976,-21.8564002799387
2020-05-24,0,-28.048309814478444,-41.20224376212115,-14.057352577842616,10.942689051108061,-3.136762436801071
2020-05-25,1,-38.99946755010825,-67.82587439165417,-29.108798767760707,-20.40104487804933,-37.877226496593806
2020-05-25,0,-25.497662571777056,-38.86983557264926,-13.570866623093016,-7.3967124251806835,-25.48458180496813
2020-05-26,0,-24.04866201235056,-37.56115572779577,-13.061445582067684,-15.214968436716973,-26.747522980605382
2020-05-26,1,-38.00892040991252,-67.0350059453695,-28.898833109450884,-29.016090634784355,-43.27830819676824
2020-05-27,1,-37.314520558427475,-66.5967961983454,-28.167193432481465,-19.207308587238725,-38.76486127989181
2020-05-27,0,-23.41710101422655,-36.54049002722468,-12.303907742724807,-0.35711877686820787,-21.754486176866102
2020-05-28,0,-22.658933726822205,-35.3542250069986,-11.48046276162762,2.960105991392539,-21.12145971286917
2020-05-28,1,-37.314520558427475,-65.7268032505225,-27.440719507942067,-15.775818867477778,-38.525739355532785
2020-05-29,0,-22.145970264436066,-34.43241945052461,-10.725580143322073,0.5071718619384205,-20.577085946224486
2020-05-29,1,-36.511961171546595,-64.92670601774526,-26.717418833734047,-16.15111757005458,-35.34287852609896
2020-05-30,1,-35.604858843132135,-64.09311626588546,-26.123001123110964,-1.011758169080734,-13.411624786312828
2020-05-30,0,-20.614466436959955,-33.247964507104236,-10.010765105898033,20.754793978673614,5.866050115872901
2020-05-31,1,-34.44536422595385,-62.772297254477664,-25.542362379131976,0.6378274697943981,-6.76288436100754
2020-05-31,0,-18.300212376285586,-32.0080335018985,-9.345521562746116,21.598545933359265,10.272083715382326
2020-06-01,0,-17.86256260157122,-30.825530195167484,-8.95835066659479,-5.917867196163353,-13.211215393311518
2020-06-01,1,-33.96446575145388,-61.82445830050223,-24.781486839396134,-21.887215063598426,-27.60413961617047
2020-06-02,1,-33.385172370034134,-61.030318668543025,-24.21265744542589,-16.09138125805665,-32.48608877556658
2020-06-02,0,-17.50547414098671,-29.47766601435946,-8.132443810757449,6.021699475373638,-17.872480484829733
2020-06-03,0,-16.960733555321518,-28.417669183548412,-7.386078778004405,6.196497639885092,-12.334005616261331
2020-06-03,1,-32.71600295235339,-60.50874744217791,-23.581980120088478,-9.594763685820807,-29.2630016401395
2020-06-04,1,-32.40000247735059,-59.748974239685325,-22.635035358375173,-10.18193502227363,-29.77115421730373
2020-06-04,0,-16.40084907369689,-27.58228473186949,-6.610137561031045,4.659866104062085,-15.153384694329102
2020-06-05,0,-15.32825603368212,-26.590025558443287,-5.810506799714951,9.15395391465965,-9.63795608284767
2020-06-05,1,-30.93567710477102,-59.26972949166374,-21.824810690797122,-7.3931866669187265,-26.293787196432337
2020-06-06,0,-13.147149461451225,-25.63685204825944,-5.079127646510263,25.243341184347997,13.693854323489942
2020-06-06,1,-28.90216136952738,-57.92026605849946,-20.953761582346235,4.036526521369256,-8.5792521448592
2020-06-07,1,-27.124360550787486,-56.93769121579385,-20.690922180635276,2.013243925505046,5.281202202528718
2020-06-07,0,-11.123232128942995,-24.215517200338297,-4.5864034935215034,23.985546653461707,21.543320310017492
2020-06-08,1,-27.632666376860726,-56.11157695407121,-20.087631057640305,-21.02692852185847,-7.611597150619011
2020-06-08,0,-10.918948864741573,-23.28077872659393,-4.537901785803317,-7.2265314871513056,6.722356023346061
2020-06-09,1,-27.437190605304128,-55.71165093727595,-19.45240801089857,-13.846216752955161,-34.42495403007946
2020-06-09,0,-10.227552360089721,-22.134530077609238,-3.5161537812966244,4.471332306270177,-20.45707053059507
2020-06-10,0,-9.741716030255333,-21.15552939044588,-2.4425331490495736,0.7590777106734733,-36.09636586682709
2020-06-10,1,-26.869923895313597,-55.56498567969276,-18.699940183466545,-16.188002465650158,-45.69937575631829
