centered_day,zscore_radius_gyr_time,zscore_entropy_of_places_time,sem_radius_gyr_time,sem_entropy_of_places_time,zscore_C,zscore_A,zscore_D,sem_C,sem_A,sem_D
-49,0.005235968740371649,-0.011193152380285669,0.0033089025052139343,0.003336289230500658,-0.0033592404227820176,-0.01042603680867396,0.007318863002156056,0.002266538082366787,0.00226947409492814,0.0023231876763686672
-48,0.010172542941540724,-0.014658564148102788,0.003272821314690471,0.0032505332354603317,-0.0027689599440904582,0.006961408418149426,0.01578813977450169,0.0022625579775382362,0.0023098383200081903,0.0023428634726333367
-47,0.010485123259897615,-0.01780727267751047,0.0031820565870889377,0.003155458335061215,-0.002505356220533291,0.005997445221726563,0.006729651079578376,0.0022577203715743737,0.0023285676358492323,0.0022974722413498187
-46,0.007852828275600545,-0.022615351528053128,0.003058200441905311,0.003029350983402156,-0.003904753010846182,-0.002739380848748886,0.012162656023827881,0.002253584151234563,0.0022942157903794048,0.0023410595681093633
-45,0.007417401177318517,-0.021001704291525067,0.0030182613282207157,0.0030047075046924173,-0.006179072701398336,-0.009053018224803812,0.016057451392157786,0.00224775108136218,0.0022693975102019244,0.002338873735314567
-44,0.008072205410666802,-0.01820194861613132,0.0029869621999380315,0.002979470215045295,-0.008323430601077108,-0.011889446984212317,0.008870800859906497,0.002240413444928886,0.002234596367121649,0.002285272665644306
-43,0.00372076561141137,-0.014373034605157313,0.002750213884835032,0.002727297380361831,-0.010743186939412779,-0.016815120188902997,0.012855231089146893,0.0022341343777896377,0.0022136901512991598,0.002302167044851176
-42,-0.002331535098458862,-0.016569336647412756,0.0025908926012547027,0.002572491155922864,-0.013547796500453686,-0.007502354658538672,0.01102563624991576,0.0022195405272501362,0.0022348170593955237,0.0022978958054563573
-41,-0.006353234123456783,-0.01928107731308862,0.002497799203019254,0.0024949221795836137,-0.014998210425820455,0.01142637961512141,0.02083638694869853,0.002209456617293516,0.0022872626513939583,0.0023074418775119346
-40,-0.008138881385964707,-0.019160384736883022,0.0024441169917580542,0.00244902239618756,-0.015031932257235606,0.023462875549911503,-0.0006758949154440433,0.0022048668422964914,0.002294621002623379,0.0022357236082428383
-39,-0.008415512904722252,-0.0211075990921858,0.0024066125571793177,0.002412698742010708,-0.01589411651757303,-0.006855494112304515,-0.0001745829565991508,0.002200714669100768,0.002226688398340703,0.0022299808315397133
-38,-0.0072301499284539,-0.017547555542716413,0.0024014038070152965,0.0023999934179605945,-0.017307327506033893,-0.01481141144207677,-0.015576794741562273,0.0021954863140425393,0.002200335385254159,0.0021736940933180854
-37,-0.0069424309877586425,-0.015669984770735116,0.0023859942834588647,0.002388587490768568,-0.01684507850577129,-0.010499517920964263,-0.013653489693024113,0.0021968597627548487,0.002199714138093149,0.0021834657754569993
-36,-0.004465397431278451,-0.014471543604401152,0.002358504830073664,0.002354628862273049,-0.01739857961092792,-0.017170920753812366,-0.015144018897144229,0.0021892590609347553,0.0021821928524694747,0.0021840755354981503
-35,-0.004098471423596203,-0.013891595065158238,0.002326927871083329,0.002324408651045569,-0.018339290972454736,-0.005823021116695126,-0.004887085069095392,0.0021788182403512353,0.0021900689842663367,0.002187641850630834
-34,-0.002859210325564808,-0.012674761785195039,0.0023078357940025237,0.0022984230508664764,-0.01838344493190102,0.012813361937691019,0.007594509016294828,0.0021701394229791016,0.0022387165202963936,0.0022295815540262615
-33,-0.0022705362533792547,-0.01153687969427787,0.0022942511296150736,0.0022847491779461465,-0.018540980610754338,0.008879736652078531,0.009750794720650952,0.002161332600318208,0.002227757072611396,0.002255712467528613
-32,-0.0020089371912200248,-0.011745696070714904,0.0022905904902379205,0.0022769901456397177,-0.01933559621437045,0.0004885771438105256,-0.007394251515214143,0.002158358163919817,0.002228449645777907,0.002163911448692121
-31,-0.0022403164096358257,-0.010830311406092752,0.0022860935712313278,0.002275020635774906,-0.02024181162068311,-0.010914032506664381,-0.012823228243741042,0.0021535262894264674,0.00218278618526516,0.002139502411265375
-30,-0.0016325981111888221,-0.009621620065839484,0.0022837463975655128,0.002272130970127936,-0.02172980977801632,-0.008826435329223817,-0.014107568106844416,0.00214863243100611,0.002163698130858714,0.0021385497436526143
-29,-0.0006524641581067008,-0.00887910083103684,0.00227912827639177,0.002264635418559682,-0.02270684219171676,-0.015067980498782524,-0.01937910621047528,0.002142652030080596,0.0021721188566362188,0.002126883310708859
-28,0.0028116134804728227,-0.012026576297766852,0.0022690860732376503,0.0022399891048150546,-0.029131814933089462,-0.005931215771674314,-0.00023511472571713127,0.0021185631192718606,0.002157935569976486,0.0021505816094758035
-27,0.0055091248039645865,-0.009842039712846907,0.002271781703400846,0.002230099382355281,-0.028854865955360024,0.016016176695442835,-0.00100478289861388,0.0021160407816173486,0.0021901236088600314,0.002149596759202474
-26,0.006917936942160109,-0.006345448909222002,0.0022721865964123,0.002228957965357905,-0.028969074974746527,0.0159015119538004,0.007349924360822233,0.0021148560314067258,0.0022019528021044715,0.002168221307447846
-25,0.007631622008749833,-0.0037765208419831995,0.002271102368432022,0.0022269337008566665,-0.029265904511853923,0.008540933119814936,0.0012896550040844437,0.002110612273169779,0.002203839747469031,0.0021423590633602974
-24,0.008527333512162052,-0.002744627163842299,0.002276250241411366,0.0022246970069367137,-0.02843662853883788,0.004284125166446993,-0.014201531146804058,0.002107417112754853,0.0021553888414339367,0.002112252970231779
-23,0.008695008829113924,-0.0011737340521423942,0.002280417559436261,0.002219934321789508,-0.027425725714336064,0.0006926434730567954,-0.02070369046869378,0.002103569002594112,0.0021411851281324824,0.00209730747093875
-22,0.00858812769973329,0.00014764353323929187,0.002282208892484824,0.002213253016537037,-0.027426978180416853,-0.007331082402928999,-0.023214689794579305,0.0021017270938620794,0.0021420609129629577,0.0020832574883846255
-21,0.009051962531313943,0.0033224323098315234,0.0022860854771596657,0.0022089254994827104,-0.02655050701383967,0.00023735907242610502,-0.02011185671334982,0.002097670098537671,0.002135362125787291,0.0021042836635964193
-20,0.00972095238288905,0.004657657657220235,0.002288696465597926,0.0022032351526797144,-0.025786639071760115,0.015925791584609723,-0.005568540595399109,0.0020948141157282026,0.002175181372182563,0.0021468114699371185
-19,0.009361269064365955,0.006402660843776222,0.0022826378851622596,0.0022011063009545135,-0.025045971116182713,0.00835974662666441,-0.005960019214257889,0.002090569636170849,0.0021613063793140866,0.002145539775274413
-18,0.007396795754634227,0.008456302360793803,0.0022652255554871333,0.0021961135811248305,-0.02454740726196737,-0.009936005712528373,-0.023249233733956678,0.0020864210711729137,0.002107098317656637,0.0020809913022128423
-17,0.004707919759208929,0.009351593838474927,0.002251310083891185,0.002191534992350892,-0.02515954865557716,-0.010799707273338774,-0.016478218016722484,0.0020836718575830753,0.0021116878235021867,0.002091012628008375
-16,0.0028199919029995094,0.010714899497378982,0.002237646556764486,0.002186933434657798,-0.02481104011121226,-0.011220984499322262,-0.025296753834761532,0.002082451168525874,0.0021041702039940246,0.0020845577983004122
-15,0.0010438109221549974,0.01451456455129628,0.002223084184341296,0.0021838207023928205,-0.02491058949099572,-0.010626557692048157,-0.024209486656998895,0.002080270221968587,0.0021193803120772856,0.0021018662589575472
-14,7.204397098153339e-05,0.01822454363289369,0.002211968266199487,0.002174538458433343,-0.02474116838237276,-0.00831936370121761,-0.028825151962072495,0.0020796164544843736,0.002097449380233336,0.0020531380316486415
-13,-0.0015216296976364799,0.01963831141516692,0.0021957645441906958,0.0021659532909074704,-0.025277092073295582,0.008292381379572401,-0.0011751991597644424,0.002077201942957704,0.002136628293080369,0.0021338696905805143
-12,-0.0021842561841373255,0.020999867727821624,0.00218706393235063,0.0021640001057713545,-0.026866765201843865,0.00414197207371208,0.005078215130651456,0.0020719457331721865,0.0021327134470575855,0.0021442876869976176
-11,-0.0036307955479766047,0.021867322221623003,0.002178723790094629,0.002161052709769355,-0.028318246480184515,-0.014985327107763841,-0.014713511758234581,0.0020684447111987063,0.002110355851561477,0.002095373162703729
-10,-0.004460803490377489,0.02346184285015395,0.002171631622815117,0.002159188200846929,-0.029628530256169714,-0.026413903607072818,-0.026290424409464917,0.002062981019204942,0.002049395032434118,0.002048523479285821
-9,-0.005032009350457753,0.024594329987698674,0.002165188299829266,0.002156549493820842,-0.03021145220339411,-0.02652955266468202,-0.03204486150787798,0.002060668263504581,0.002073667861328799,0.002041917824104393
-8,-0.00434805613480468,0.026275681947939607,0.002162120473115061,0.0021548997740626487,-0.03100677480217533,-0.025660710292089075,-0.029128409900337555,0.0020574783397872367,0.00206322905184969,0.0020432451987248477
-7,-0.0016551901526612285,0.02945399350790657,0.002163108872100451,0.0021506202112186357,-0.03409603417878258,-0.030215104789422655,-0.018128059556597468,0.0020547896891103907,0.002054783610733217,0.0020788690254310953
-6,0.0017275424994556716,0.03274207754581911,0.0021689388371884605,0.002145948611889206,-0.03608347252654321,-0.014533003037386557,-0.012260113949914029,0.0020514048564355012,0.002106599585903497,0.0020905066933602813
-5,0.00230682031111727,0.03479266026803321,0.0021684352550036287,0.0021432708226133607,-0.0391596564907148,-0.023406084112017205,-0.0030231519598724445,0.0020468953291938718,0.002081185274993674,0.002118208852130666
-4,0.0005557579904816319,0.035483586579119215,0.002160359466961637,0.002137387831361293,-0.04202178599647958,-0.036041347802659905,-0.018025988250725915,0.0020412050383464397,0.0020434477299941965,0.002100913297557454
-3,-0.0031249506184872237,0.03479627940750194,0.0021482631320839506,0.002132061891364442,-0.04520324647626096,-0.04645665385617488,-0.022954036860920866,0.002034929875459072,0.00201992355180353,0.002069689976866956
-2,-0.007232414511734521,0.03385164296258202,0.002135754346188531,0.0021266355265305726,-0.04746859429863797,-0.0525718121778589,-0.01998170188477691,0.002031895837272694,0.0019778436246501428,0.002073733020549627
-1,-0.012288435140495248,0.03431541558991962,0.002121993708771622,0.0021203314797474276,-0.05124875473051575,-0.06119306630908831,-0.020510511222052146,0.002024525072996482,0.00195622025517084,0.0020893138851475882
0,-0.015195863700477614,0.03508841646119096,0.002160422139822252,0.0021265801614092266,-0.053437860118013145,0.009141366171911417,-0.002738694416001481,0.002036381318005137,0.002113609704453853,0.0021549440418354437
1,-0.010311750180151279,0.02673810582143694,0.002211612748437342,0.00216957202258464,-0.04667708409876291,0.11209073350514187,-0.0077602060457376285,0.0020803894403389816,0.002391723258423408,0.0021664834616109516
2,-0.0050955764695815335,0.01676101595526317,0.002252718051000227,0.0021967479225715103,-0.04771211962565727,-0.005234997933149169,0.009521385141451637,0.0021175278795395923,0.002269599897281614,0.0022660973297038973
3,-0.001485750419907023,0.0048758692110533524,0.002303339481467759,0.002224256278194702,-0.05250428813538627,-0.029944081724739113,0.0026004383005277317,0.002131716287038968,0.0021996142807210843,0.002263084266274463
4,-0.002064401193023603,-0.011435525695808574,0.0023386444133500677,0.0022443198435128683,-0.05630383222410155,-0.03469354152938392,-0.003651652804868948,0.0021351632960548866,0.002193836145407406,0.0022577664596436396
5,-0.0038118018044598716,-0.02667485540814855,0.0023621584324788345,0.0022707333870532033,-0.05946231901885847,-0.039830481626295745,-0.016274047063813586,0.0021578497491887955,0.0022169141847665293,0.00224793573558326
6,-0.00647891225581114,-0.043994698135811465,0.0023894350523012155,0.002294724704232826,-0.06206231280578176,-0.060604454984700545,-0.023733134267066528,0.0021726096552913228,0.002175383180317211,0.0022884208151395234
7,-0.007464689560414541,-0.06356240615031562,0.002417815251679546,0.002316998702888653,-0.0680314236476199,-0.06543458783583872,-0.01588228315518905,0.002186125227233233,0.0021649320032293457,0.0022900804196005807
8,-0.00942267028800671,-0.08317104169916402,0.002445504877355521,0.002334989124786121,-0.07682831645201738,-0.08748619723701906,0.006192748636881518,0.0021940522085580547,0.0021515496318339883,0.0023727736412280046
9,-0.012189033349029163,-0.10245933623498174,0.0024684093247391947,0.0023504915878903524,-0.08447433747433662,-0.07811135098773864,0.009992245045960555,0.002196919671808568,0.0021880237817942213,0.0023903454994288397
10,-0.015491891905151206,-0.12381514394661287,0.002477448837415583,0.0023629986709078118,-0.09050618980726705,-0.0831245395169194,-0.006642553744887561,0.00220929657862034,0.0021667822745787086,0.0023733534660250787
11,-0.020016915843039242,-0.14492063741995284,0.0024686225839378093,0.0023757019024078173,-0.09956036757326553,-0.10128429394124412,-0.015238649870002374,0.0022110314067741647,0.002109955360660135,0.0023874549981233876
12,-0.023045221552267004,-0.1648210710654173,0.0024871640389936066,0.0023870384527675394,-0.10453717030031769,-0.08626872934765138,-0.022531744537276157,0.002220432590479032,0.002211970942947023,0.002381653923162285
13,-0.023822104846552464,-0.18391966347400235,0.002514518705506326,0.0023926670655838134,-0.10921295939670342,-0.08954513098027257,-0.024677964807494807,0.0022314929514110223,0.0022053826238979243,0.0024152244342734277
14,-0.022506920738872956,-0.20379704916528896,0.0025585007222736233,0.0024066836704081922,-0.11372764419896071,-0.09297288224359325,-0.02355368266963378,0.0022630942714561278,0.0022346399575620176,0.0024337653652193912
15,-0.023961073470960402,-0.22455853309608315,0.002586957165261206,0.00241196691107901,-0.12260000243348071,-0.0832044531265001,0.015755749851736504,0.002273488306382297,0.00230462163249678,0.002569061876160018
16,-0.022908687088153763,-0.24786111031717903,0.002632839823711613,0.002408979412060651,-0.13024907232652508,-0.09748825783218631,0.023052465062311314,0.0023248518025599215,0.002245914276870784,0.002610788859564283
17,-0.0242071607149512,-0.2709919107866613,0.0026553042739355195,0.002404662593636965,-0.13995665568167534,-0.10580645597468599,-0.0036691850338338833,0.002285771378870328,0.0022509348720715617,0.0025536783072656333
18,-0.021895566256787714,-0.2924971648209752,0.0027073357423927353,0.0024014823767396186,-0.14639554396431143,-0.1122054393901962,-0.014981175645792811,0.0023019646221777955,0.002235071617542542,0.0025239953398910023
19,-0.02105753634714597,-0.31623383290733675,0.00275546904892695,0.002395525358876331,-0.1534261961488685,-0.0977964050437346,-0.0014118945790032578,0.0023166729454520436,0.0023061781881142333,0.0026326531567631775
20,-0.02090818683687437,-0.340875349636538,0.0027875506979220467,0.0023900616068162463,-0.15764982855081444,-0.10078510780661377,-0.015952551298405424,0.0023383887583565805,0.00237288634882143,0.0026104432156851876
21,-0.02158110297435345,-0.3659011582083632,0.002819032483563651,0.0023955778456827507,-0.16395285435673942,-0.08955868191019369,-0.010524307371499843,0.002342400336974437,0.002419258406990622,0.002651768269429835
22,-0.023855294672516528,-0.39267779305643497,0.002828096883917884,0.00237865377019332,-0.1742884844626207,-0.10081524819122595,0.026850324531394753,0.002355711718447311,0.0024337484143632138,0.0027795856649150312
23,-0.029624519586026573,-0.420080548846453,0.0028008909469638254,0.0023653904651048966,-0.18563464533700025,-0.10427104359352385,0.04468712577153389,0.0023697404213446783,0.0024070039345707654,0.002860034905850017
24,-0.03538945389339488,-0.4480082349279934,0.0027862974922077386,0.0023633760123677673,-0.19917772175266568,-0.11209600068954503,0.029936113036358927,0.0023773448774378264,0.002356240451983896,0.002831041454099151
25,-0.04330749952357241,-0.4764914495160737,0.0027158103626992785,0.0023681615603708094,-0.2105913948269384,-0.11771371434649731,0.016680237811373413,0.002391549183327677,0.002327424365465669,0.002834044202030965
26,-0.049835049931096984,-0.5043964212979147,0.002685403069625777,0.002388422275869811,-0.22177898373773397,-0.11886920236954285,0.03858638020356755,0.0024086448675656874,0.002363986891505916,0.002883492569189981
27,-0.05836325478284999,-0.5344612127113155,0.0026498863269209297,0.0024193509462505005,-0.23614377246760632,-0.10667123941838029,0.09056229651061569,0.0024237740983565417,0.002463735807325833,0.003064146192754643
28,-0.06939791094835437,-0.5629814079173999,0.0026123822762373168,0.002452047922338231,-0.26242872535892475,-0.0985491410345009,0.15633722592722865,0.0024490305466159665,0.0025359326791315486,0.0032325806974570887
29,-0.06726332210608228,-0.5667225783461033,0.0027110087904265263,0.002463937892869159,-0.2769818291671855,-0.09907058353331852,0.024722008312367948,0.002435287452931631,0.002547970664711588,0.0029836439449552835
30,-0.06729725510057472,-0.5716806500333224,0.0027288187152426963,0.0024761790083000232,-0.2842603822892651,-0.08462553584816954,0.000280074253737825,0.002439687824450999,0.0026244278964429966,0.0029843742590218904
31,-0.07125872670707907,-0.5771028217400762,0.0027149205649276632,0.002498507314760051,-0.29119798110357703,-0.09943229342054839,-0.04278620262090367,0.0024452127611806073,0.002593015516973699,0.0028622801557231514
32,-0.07790723202083943,-0.5832815642434815,0.0026928872636084135,0.0025183829484237375,-0.2976616885200377,-0.10555670143302186,-0.06066898704264374,0.00245604730747966,0.0025818487158559104,0.002788691456756992
33,-0.08354375189050309,-0.5881095414163373,0.0026271710991671907,0.002527115626618356,-0.30116484629171514,-0.10790475337200489,-0.05395761991110369,0.002463240286541887,0.002563682435011099,0.0028503510109572265
34,-0.08931628712498736,-0.5897112624614549,0.002554281919304099,0.002551292027390987,-0.3041876975895128,-0.09492024800250701,-0.07077550122239484,0.002482943253852126,0.0027039076194323346,0.002816000928840983
35,-0.09448225087485435,-0.5904620263749502,0.0024721211250053137,0.002568128758581172,-0.30611994609545157,-0.11154295719214535,-0.06576119142310886,0.002510644303290039,0.0026778741854215408,0.0028126356475987797
36,-0.10068021490329007,-0.5940515388769266,0.002415140522906022,0.002574753848793599,-0.30825803328041335,-0.09786700725279653,-0.07789725060686685,0.0025344172805145263,0.00273634781041943,0.002758265082217995
37,-0.10276882696958066,-0.5958720057435275,0.002373150293592338,0.0025872506383309217,-0.3127976943912435,-0.10115933721488421,-0.06207911281885278,0.002536559942238896,0.00276004223639883,0.0028910393267678946
38,-0.10640461555497166,-0.5964729461055007,0.002313019357716453,0.0026021782405558492,-0.316135498806527,-0.12613855428477005,-0.0798293351755921,0.002553578557842821,0.0027167607059460732,0.0027842218329586785
39,-0.10656919820440935,-0.59909592732599,0.0023239859723116225,0.0026292455222854724,-0.31897333870286815,-0.11506831773511512,-0.0993587688027623,0.002576146381573592,0.0027174755323916065,0.002683552570988727
